Title,Abstract,Discipline,Methodology
A Novel Method of Enhancing Grounded Theory Memos with Voice Recording,"In this article the authors present the recent discovery of a novel method of supplementing written grounded theory memos with voice recording, the combination of which may provide significant analytical advantages over solely the traditional written method. Memo writing is an essential component of a grounded theory study, however it is often difficult to capture thoughts, feelings, and emerging theorising using written methods after a research interview. I found that many of these potentially valuable ide as were lost or misunderstood upon reading my subsequent written memo, and the feelings and context which influenced the emerging theory were not always clear. I turned to voice recording to enhance my grounded theory memos and soon discovered substantial additional benefits upon listening back. This novel method, the cognitively different ways in which human brains process verbal and written information, and the ultimate benefits I have enjoyed by combining writing and voice recording memos are presented.",IS,Qualitative
Selecting the Methodological Path: A Beginner’s Guide to Grounded Theory Approaches,"A grounded theory methodology is a qualitative approach to exploring and describing social processes based on the people's perspective and the researcher's philosophical position. Since the methodological approach is a consequence of the philosophical orientation of the researcher, it is imperative to consider the role of the researcher in the interpretation of the data, the place of the literature review in shaping the theoretical models, the research questions, and the approaches to the data analysis to be able to justify the choice of a specific type of grounded theory approach. Since the grounded theory is too broad a methodology, this article will help provide a novice-level researcher with structuring and developing a grounded theory methodology consistent with the essential elements of each grounded theory type.",IS,Qualitative
Exploring the Potential for Theory Elaboration to Strengthen CSR Theorization and to Offer Enhanced CSR Theory: The Role of Grounded Theory,"Corporate social responsibility (CSR) is often criticized for being undertheorized, contested, and largely redundant in the field of business and society. Yet limited attention has been paid to diverse ways of theorizing CSR. Driven by the identified weaknesses in the theoretical development of CSR, this research aims to explore the potential of theory elaboration implemented via grounded theory (GT) in strengthening CSR theorization. In doing so, the study offers a unique contribution by being the first study to offer actionable steps and guidelines for implementing theory elaboration via GT in CSR research. The study also offers a typology that can serve as a decision-making tool for researchers seeking to implement theory elaboration through GT in their CSR studies. Lastly, as a result of conducting two sets of literature reviews, the study outlines a number of CSR topics that can benefit from the proposed research pathway, and the particular theoretical CSR benefits theory elaboration via GT can offer. Hence, the study aspires to serve as a “stepping stone” for offering enhanced CSR theory.",IS,Qualitative
"Sudden Infant Death Syndrome, Pulmonary Edema, and Sodium Toxicity: A Grounded Theory","Sudden Infant Death Syndrome (SIDS) occurs unexpectedly in an otherwise healthy infant with no identifiable cause of death following a thorough investigation. A general hypervolemic state has been identified in SIDS, and fluid in the lungs suggests the involvement of pulmonary edema and hypoxia as the cause of death. The present perspective paper reviews pathophysiological, epidemiological, and dietary evidence in SIDS. A grounded theory is presented that proposes an association of SIDS with sodium toxicity from excessive sodium chloride intake, mediated by noncardiogenic pulmonary edema, hypoxia, and alveolar damage. The peak of SIDS cases occurs in infants 2–4 months of age, who are less efficient in excreting excessive dietary sodium load. Evidence implicating sodium toxicity in SIDS includes increased levels of sodium associated with fever and with inflammatory/immune responses in the lungs. Conditions in near-miss SIDS cases are linked to dysregulated sodium, and increased sodium dietary intake suggests that sodium toxicity from a high-salt diet potentially mediates the association of seasonality and socioeconomic status with SIDS incidence. In addition, exposure to sodium toxicity meets three main criteria of the triple risk model of SIDS. The proposed pathophysiological effects of pulmonary edema related to sodium toxicity in SIDS merit further investigations.",IS,Qualitative
Intransivities of managerial decisions: a grounded theory case,"PurposeThe purpose of this paper is to apply grounded theory methodology to report on an empirical case which develops emergent theories on the human complexities of managerial decision‐making and the synonymous task of managing.Design/methodology/approachA structured research approach was applied in gathering and analysing data from all actors within a small private sector enterprise. The key objective was to discover what the owner‐manager and all employees perceived as important issues with regard to the managing of the business during a period of post‐takeover. In‐depth on‐site and off‐site interviews were carried out over an extended period.FindingsEmergent theory exposes actors' disputed perceptions of how the business had been managed and ought to be managed, and, the judgments and decisions that had been made and consequently should be made. Revealed is a complex cognitive and behavioural web of human interactions and deep‐seated management‐employee discord that whilst threatening the actual survival of the business appears not to impede questionable practices, both by management and staff. Through the application of grounded theory methodology emergent constructs are discussed against existing knowledge that exposes new insights into management decision theory and the managing of an enterprise.Research limitations/implicationsThe process of theory generation whilst grounded in a substantive inquiry has the capacity to generate further research and tentative explanations at higher levels of understanding. From the research reported, questions beyond the substantive case can develop a broader theoretical and practical agenda – for example, issues of other actors' involvement in management decision making and the intrinsic part psychological factors play in the structuring of decisions.Practical implicationsBased on the finding from an empirical study the paper reveals significant practical managerial issues in the day‐to‐day and strategic managing of an enterprise. From a researcher's perspective, the paper critically demonstrates the functionality of grounded theory in management inquiry.Originality/valueThis paper advances the theoretical and practical necessity for the enlargement of the stock of qualitatively bounded research that focuses on grounded theory applications, management practice and decision theory.",IS,Qualitative
Constructionist Grounded Theory - GT. Conceptual and Methodological Clarifications,"In this article we aim to bring a series of epistemological and conceptual clarifications on a particular method of qualitative research entitled Grounded Theory (GT) in its social-constructive approach. The peculiarity of this research method is the exploratory character, the theoretical explanatory construction based on data gathered from the field and not from a series of assumptions taken from the literature, or built from the missing knowledge areas within it. The socio-constructivist dimension emphasizes the context dependence of the obtained results and the generated interpretative model.",IS,Qualitative
"Transformational Grounded Theory: Theory, Voice, and Action","Grounded theory has been evolving methodologically since Barney Glaser and Anselm Strauss first described it in the late 1960s. Initially underpinned by modernist philosophy, grounded theory has had recent turns including the adoption of both constructivism and postmodernism. This article explores ontological offerings of critical realism as a basis for transformational grounded theory informed by participatory action research and decolonizing research methodologies. The potential for both theory and action to result from this critical grounded theory methodology, which promotes greater participation and equity of power for positive change, is the transformational in transformational grounded theory.",IS,Qualitative
Academic identity and “education for sustainable development”: a grounded theory,"The research described in this article set out to explore the nature of higher education institutions’ commitment to teaching for social, environmental and economic justice in the context of the SDGs and to develop a theory of this phenomenon to support further research. The research used grounded theory methodology and took place over a two-month period in 2023. Cases were collected in four universities in New Zealand, India and Sweden and included interviews with individuals, participation in group activities including a higher education policy meeting, seminars and workshops, unplanned informal conversations, institutional policy documents and media analyses in the public domain. Cases were converted to concepts using a constant comparative approach and selective coding reduced 46 concepts to three broad and overlapping interpretations of the data collected, focusing on academic identity, the affective (values-based) character of learning for social, environmental and economic justice, and the imagined, or judged, rather than measured, portrayal of the outcomes or consequences of the efforts of this cultural group in teaching contexts. The grounded theory that derives from these three broad interpretations suggests that reluctance to measure, monitor, assess, evaluate, or research some teaching outcomes is inherent to academic identity as a form of identity protection, and that this protection is essential to preserve the established and preferred identity of academics.",IS,Qualitative
Teaching Theory Construction With Initial Grounded Theory Tools,"This article addresses criticisms of qualitative research for spawning studies that lack analytic development and theoretical import. It focuses on teaching initial grounded theory tools while interviewing, coding, and writing memos for the purpose of scaling up the analytic level of students’ research and advancing theory construction. Adopting these tools can improve teaching qualitative methods at all levels although doctoral education is emphasized here. What teachers cover in qualitative methods courses matters. The pedagogy presented here requires a supportive environment and relies on demonstration, collective participation, measured tasks, progressive analytic complexity, and accountability. Lessons learned from using initial grounded theory tools are exemplified in a doctoral student’s coding and memo-writing excerpts that demonstrate progressive analytic development. The conclusion calls for increasing the number and depth of qualitative methods courses and for creating a cadre of expert qualitative methodologists.",IS,Qualitative
Combining Case Study Design and Constructivist Grounded Theory to Theorize Language Teacher Cognition,"Although second language (L2) teacher cognition has been a sustained area of research in the field of L2 teacher education for the last three decades, designing an appropriate methodology to investigate teacher cognition is still a key challenge due to the unobservable nature of cognition. Teacher cognition is defined as “what teachers know, believe, and think” (Borg, 2003, p. 81). This article seeks to enable researchers who are interested in exploring L2 teacher cognition to design qualitative multiple case study research and to use constructivist grounded theory to data analysis to build theoretical models that capture L2 teachers’ cognitions. I discuss the rationale for the proposed design and outline the processes of data collection, three stages of data analysis, and the processes of constructivist grounded theory conceptualization. I provide examples and draw on my own experience of investigating and mapping out some of the intricate connections between the cognitions and the classroom practices of twelve English as a foreign language (EFL) writing teachers, on the one hand, and consider how their cognitions and pedagogical practices interplay with the ecological contexts where they teach, on the other hand. I highlight the flexibility of the proposed design to enable researchers to build models that effectively capture language teacher cognition and explain their pedagogical practices. In doing so, this article also provides a valuable contribution to the discussion of the research methods which have been used to examine L2 teacher cognition.",IS,Qualitative
Inside the Black Box: Revealing the Process in Applying a Grounded Theory Analysis,"Qualitative research methods have long set an example of rich description, in which data and researchers’ hermeneutics work together to inform readers of findings in specific contexts. Among published works, insight into the analytical process is most often represented in the form of methodological propositions or research results. This paper presents a third type of qualitative report, one in which the researcher’s process of coding, finding themes, and arriving at findings is the focus. Grounded theory analysis methods were applied to the interpretation of a single interview. The resulting document provides a narrative of the process one researcher followed when attempting to apply recommended methodological procedures to a single interview, providing a peek inside the black box of analysis often left unopened in final reports.",IS,Qualitative
Analysis of Factors Influencing Audit Quality based on Grounded Theory Methods,"With the gradual increase in business diversity and the increase in the degree of informatization of various industries, the level of audit quality has brought a great impact. This article collects 6 cases of my country's supervision and control commission penalties from 2010 to 2020, and adopts grounded theory methods to study the factors affecting audit quality and draw conclusions. The analysis first further summarizes the initial categories obtained from the analysis into the main categories, and then refines the core categories based on the logical relationship between the main categories. On this basis, it proposes ways to improve audit quality. factor.",IS,Qualitative
A Qualitative Study of Innovative Experiences in Collaborative Learning in Artificial Intelligence Courses,"This research examines the positive impacts and challenges of collaborative learning in artificial intelligence (AI) courses and provides solutions for improving the learning process. The study employed a semi-structured qualitative interview method to collect data. Initially, 98 preliminary codes were extracted from the interview analysis. After review by the research team members and professors, and subsequent code screening, the codes were reduced to 30 final codes categorized into three themes: positive impacts of collaborative learning, existing challenges, and proposed solutions. The results indicated that collaborative learning has significant positive effects on both students and instructors. These effects include the improvement of collaboration and teamwork skills, increased motivation and active participation, deepened understanding of complex concepts, and the development of communication skills. However, challenges such as coordination and task division issues, differences in knowledge levels and abilities, and time constraints were also identified. To address these challenges, solutions such as defining clear roles and responsibilities, utilizing group facilitators, and allocating more time for group activities were proposed. This study, focusing on collaborative learning in AI courses, explores the existing challenges and provides solutions to enhance this approach. The findings can help improve the quality of education in the field of AI and other related areas, offering practical strategies to enhance collaborative learning.",CS,Qualitative
Developing a Qualitative Model of Artificial Intelligence Based on Accounting Procedures,"In today's rapidly evolving world of modern technologies, artificial intelligence has emerged as a key factor in improving processes and enhancing efficiency across various domains. This study aims to develop a model for leveraging artificial intelligence in accounting procedures. The primary objective of this research is to identify and integrate the factors influencing the automation and optimization of accounting processes using machine learning algorithms and artificial intelligence. Employing a mixed-methods research approach and utilizing qualitative content analysis, this study presents a comprehensive framework that can enhance the accuracy, transparency, and speed of accounting functions. In this study, the main components and subcomponents related to the application of artificial intelligence in accounting were identified and analyzed. The research findings indicate that elements such as accounting data and information, machine learning models, intelligent accounting systems, data security, predictive analytics, compliance with laws and regulations, and the acceptance and cultural adaptation of artificial intelligence play a crucial role. Using qualitative and analytical methods, this study explores the challenges and opportunities organizations face in implementing artificial intelligence in accounting. The findings demonstrate that adopting the proposed model can lead to a reduction in human errors, improved reliability of financial reports, and enhanced financial information transparency within companies. Furthermore, statistical analysis results indicate a significant and positive impact of artificial intelligence on improving the quality of financial reporting and managerial decision-making. This model can serve as a strategic tool for increasing organizational efficiency, particularly in competitive and digitally driven environments.",IS,Mixed
UK data warehousing and business intelligence implementation,This paper summarises the situation regarding the penetration of data warehouses and business intelligence systems in companies across a range of industries in the UK. Data warehouses are being implemented due to the business need for tools within companies today to analyse the increasing amounts of data being collected. The paper then presents a short case study describing an example of a successful implementation of a business intelligence solution that supports CRM in a major retailer. Points are emphasised via the use of results from a recent IBM‐sponsored qualitative study done in the UK.,IS,Qualitative
In artificial intelligence (AI) we trust: A qualitative investigation of AI technology acceptance,"AbstractArtificial intelligence (AI) applications are increasingly used to support supply chain management (SCM) activities. However, industry reports and recent research indicate difficulty in implementing AI solutions. This study explores the role of organizational factors in reconciling the differences between the potential SCM benefits of AI and its actual acceptance and use. We apply thematic analysis techniques to explore the marketing materials used by vendors of AI‐enabled software and interviews with organization leaders that have experience with the deployment of AI‐based technologies. The emergent model from our data analysis highlights organizational tactics often used to emphasize AI trustworthiness. Our findings suggest several tactics that could be used to convey that AI is a trustworthy technology. We build on the thematic model to situate the findings as offering theoretical extensions to the “social influence” aspect of UTAUT; and develop a robust call for research related to the effects of AI trustworthiness on internal, upstream, and downstream activities in the supply chain. The results contribute to academic conversations related to the acceptance and use of technology and the growing digitalization of supply chains. We outline managerial implications regarding the role of AI trustworthiness in AI use for managing SCM.",IS,Qualitative
A consideration of the roles of business intelligence and e‐business in management and marketing decision making in knowledge‐based and high‐tech start‐ups,"This paper considers the roles of business intelligence (BI) and e‐business systems in enhancing the quality of decision making in knowledge‐based and high‐tech start‐ups. A qualitative study, using in‐depth discussions with 11 companies based in Northern Ireland, was conducted. The study examined the extent of BI usage and evaluated the extent of implementation of effective e‐business systems in the sample companies. The study concludes that, whilst the sample firms recognized the value of both BI and e‐business models, the modus operandi of the entrepreneurial high tech start‐up is very much rooted in the traditional small firm paradigm of personal contact networking.",IS,Qualitative
Investigate the Mediating Role of Business Intelligence on the Relationship Between Critical Success Factors for Business Intelligence and Strategic Intelligence,"This study aims to investigate the mediating role of business intelligence inthe relationship between critical success factors for business intelligence and strategic intelligence in the ear of the COVID-19 epidemic. The data acquired from a sample of 392 managerial positions from Jordanian commercial banks was examined using a multi-regression analysis in SPSS. This study’s findings came in agreement with the notion that business intelligence boosts the link between CSF for BI and strategic intelligence. The study’s findings have clues for both the current body of literature and decision-makers. Hence, businesses that have embraced BI understand the advantages of improving their strategic intelligence skills and decision-making procedures during the COVID-19 outbreak.",IS,Quantitative
DEVELOPMENTS IN BUSINESS INTELLIGENCE SOFTWARE,"In today’s economy the requirements in Business Intelligence environments are changing dramatically. This research paper tested underlying constructs. Hypothesis one sought to test if vendors seek to provide complete BI solutions following all four stages of the CI cycle. The evaluation of BI vendors indicates that all vendors examined do not support planning &amp; directing phase, except for Astragy that gives users consultations to plan and arrange their CI, its absence did not influence the overall performance score. The second hypothesis sought to test if BI vendors fail to provide good enough solutions for the analysis part of the intelligence cycle. The research findings indicate that only two BI vendors, SAS and QlikView, delivering the analysis phase of the intelligence cycle in a proper way. The third hypothetical construct concerns BI vendors’ attempts at making considerable changes in software each year, with each new upgrade. By tracing and comparing the developments of the vendors selected it has been concluded that all BI vendors, irrespective of whether it is a leading traditional vendor or small innovative BI, follow the same tendency in introducing BI enhancements by striving to make its software cost-effective, simpler, faster and flexible for use, scalable to manage increasing amounts of data in businesses, accessible to employees at all levels of organization. Hypothesis four sought to find out if the BI vendors’ software tested can be divided into a number of meaningful subgroups. With reference to evaluation and analysis and empirical findings, it has been concluded that the BI vendors can be divided into sub groups and hence has been classified based on their support of the phases of the intelligence cycle, their developments and market information. The subgroups range from advanced, competent, partially competent, and inadequate to absolutely inadequate. Among the BI vendors assessed, none satisfied the criteria in the advanced category. Hypothesis five aspired to determine if the BI software evaluated should fall under a different term as some of them do not follow the entire BI cycle. The analysis of empirical findings identified that QlikView and TIBCO Spotfire deliver the so-called next generation in-memory analytics, which is faster, much simpler, more flexible and scalable and meet the present-day business needs to a far greater extent if compared to traditional BI.",IS,Quantitative
Exploring trust <i>vis‐à‐vis</i> reliance in business relationships,"PurposeTo overcome the limitations of applying trust in interorganizational relationships, this paper aims to investigate the significant role of interorganizational reliance in business relationships and develop an original scale to measure this new construct.Design/methodology/approachA total of 20 in‐depth interviews with buying firms were conducted in the UK construction industry. The contents of the interviews were analyzed with NVivo to examine the rational standards underlying the buyer‐supplier exchange relationship.FindingsTrust is a relevant but not in itself a sufficient condition for the development and sustaining of buyer‐supplier relationships. The objective rationality requires that business relationships are centred on organizational needs and benefits which necessitate the rational standard of interorganizational reliance. Reliance remains to be central in business relationships despite low or lack of trust.Research limitations/implicationsFocusing on the construction industry, this paper evaluates the current status of trust and develops an understanding of interorganizational reliance in business relationships.Practical implicationsThe generic use of the term of trust has obscured the meaning and significance of reliance in business relationships. Marketing researchers should put necessary attention and efforts to explore the distinct features and effects of reliance in exchange relationships between organizations.Originality/valueThe paper empirically examines the deficiencies in trust, and demonstrates the significance of reliance in buyer‐supplier relationships. An original measure for the new construct of reliance is also developed through interviews with key informants.",IS,Qualitative
Strategies for success: A theoretical model for implementing business intelligence systems to enhance organizational performance,"The use of Business Intelligence Systems (BIS) has seen a significant rise worldwide in recent years, aiming to support organizations in navigating the competitive business environment. Despite this, many organizations struggle to fully benefit from BIS due to challenges in its implementation. A key reason identified for these challenges is the lack of effective measurement strategies. This paper seeks to provide a clear overview of business intelligence and the key factors that influence its successful implementation in organizations. Through a review of existing literature, the study identifies the most critical components necessary for the effective use of a business intelligence system. It proposes a theoretical model for evaluating BIS performance at the organizational level inspired by the Information System Performance Model. This model suggests that system quality, information quality, service quality, relationship quality, and process quality all play a vital role in enhancing perceived usefulness and user satisfaction, thereby leading to organizational benefits. By integrating insights from relevant literature, this paper offers a detailed understanding of how to assess the success of BIS within an organization. The findings highlight the positive impact of business intelligence systems on organizational performance and decision-making processes, aiding organizations in making informed decisions. This research is unique in that it presents a theoretical model for evaluating the success of BIS in organizations based on an extensive review of the literature. Additionally, it extends the application of the Information System Success Model to the domain of BIS for analyzing performance at the management level.",IS,Mixed
The Role of Qualitative Research in a Mixed Methods Study ‐ Assessing the e‐Business Enabled Transformation in a Strategic Business Unit,"This article describes the use of mixed methods in the context of e‐business enabled organisational transformation in a strategic business unit of a multinational corporation. It includes a theoretical reasoning as to why mixed methods were used and a description of the role of qualitative research in this research agenda. The article begins by examining the research paradigm, leading to the use of mixed methods and the design process of the actual mixed methods. In giving a roadmap in a contextual setting, the article addresses the need for including studies from the initial conceptual development to its application.",IS,Mixed
"Ηow to Use Artificial Intelligence (AI) as a Resource, Methodological and Analysis Tool in Qualitative Research?","Artificial Intelligence (AI) has had far-reaching effects in research and the academic world. It has been used in many ways by the scientific community within the context of qualitative research, such as literature and systematic reviews, for conceptualization purposes, thematic and content analysis. It has however prompted concerns and questions about the potential for unreliable research, bias, and unethical behavior in the outcomes of AI-produced research. The purpose this paper is to examine the current use of AI in research, its strengths and limitations, dilemmas and ethical considerations from theoretical critical perspective principles, while delivering five key considerations for the appropriate, rigorous, and reliable use of AI in research practice. The first step is to become acquainted with the data generated by AI systems. The second is concerned with removing biased content and addressing ethical concerns when using AI, while the third is concerned with cross-referencing information generated by AI. The fourth step is to control the analysis process. The fifth and most important key consideration is the demonstration of cognitive input and skills by the researcher throughout the process of using AI in any qualitative research study and in reaching conclusions.",CS,Qualitative
Optimierung von Anfragesequenzen in Business-Intelligence-Anwendungen (Optimization of Query Sequences in Business Intelligence Applications),"Zusammenfassung Zur Analyse der Daten in einem Data-Warehouse kommen unterschiedliche Business-Intelligence-Anwendungen zum Einsatz. Ein wichtiger Erfolgsfaktor für deren Nutzung ist die Effizienz, mit der die erstellten Anfragen ausgeführt werden. In diesem Beitrag wird zunächst das typische Verarbeitungsszenario für generierte Anfragesequenzen im Bereich Business Intelligence erläutert. Darauf aufbauend wird eine Reihe anwendungsneutraler Optimierungsstrategien erläutert und bewertet. Anhand von Messergebnissen wird gezeigt, dass es sich insbesondere bei der Restrukturierung von Anfragesequenzen um einen vielversprechenden Ansatz handelt.",IS,Quantitative
Perceptions of Business Intelligence Professionals about Factors Related to Business Intelligence input in Decision Making,"Strategic decision-making is one of the most important criteria for organizational success. Therefore, it is vital to have a well-developed decision making process in place. However, one of the greatest challenges facing organizations today is making important and timely business decisions. The focus of this study was to examine critical business intelligence input factors that influenced the decision making process. The business intelligence input factors considered were accessibility, reliability, quality of information, frequency of use, relevance, security, and quality of decisions. The results of this study show that the decision making process is very complex. Based on the analyses of the data, the findings indicate that these factors help determine reasons why managers use business intelligence technology in the decision making process. These findings will help organizations decision makers make better. This can improve the operational and strategic decision making process, thereby creating a competitive advantage for the organization.",IS,Quantitative
The width and scope of intelligence studies in business,"If the last issue of JISIB was a special issue where the discipline was reflecting on itself, then this issues shows some of the width and scope of the field. The conceptual article by Nienaber and Sewdass presents a relatively new concept of workforce intelligence, and links it to competitive advantage by way of predictive analytics. The article by Solberg Søilen is an attempt to lay out a broad scientific agenda for the area of intelligence studies in business.Empirical findings come from a survey, but in the discussion the author argues for why the study should define itself as much broader than what the survey data implies, breaking out of the current dominating scientific paradigm. The article by Fourati-Jamoussi and Niamba is an updated evaluation of business intelligence tools, a frequently reoccurring topic. However, this time it is not a simple evaluation of existing software, but an evaluation by users to helpdesigners of business intelligence tools get the best efficiency out of a monitoring process. The article by Calof is an evaluation of government sponsored competitive intelligence for regional and sectoral economic development in Canada. The article concludes that it is possible tocalculate positive economic impacts from these activities. Rodríguez Salvador and Hernandez de Menéndez come back to a field that has become a specialty for Rodríguez Salvador: scientific and industrial intelligence based on scientometric patent analysis. This time she looks at bio-additive manufacturing using advanced data mining software and interviews with experts.",IS,Mixed
The Impact of Artificial Intelligence on Daily Life and the Workplace: A Qualitative Statistical Survey in Bangladesh,"Artificial Intelligence is changing our world day by day. In this research, we investigate how AI is affecting our daily lives and different fields of work. Artificial intelligence is highly affecting our education system, jobs, inventions, healthcare, production, and so on. In our research, we have collected 252 primary data using the qualitative method by setting up different questionnaires on AI-related topics in our day-to-day lives and conducting workspace surveys among different fields of people in the Chattogram region. The objective of this research paper is to find out how AI is affecting our lives and its future impacts on our daily lives and work. Secondary data has been used with relevant literature on different topics in AI that supports our research cause. To analyze the data, different methodologies have been used, such as reliability tests, scale statistics, ANOVA with Cohran's test, T-Square test, KMO, and Bartlett's test. This test will help us discuss and understand the situation of Artificial Intelligence’s significance in our lives and the work we do. The research paper will help the reader determine the extent to which ""Artificial Intelligence"" is affecting our daily lives and places of employment through scientific elucidation and precise data analysis.",CS,Mixed
Organizational Capability Readiness Towards Business Intelligence Implementation,"Business intelligence (BI) has widely been recognized due to its growing applications in improving the decision-making support. The growing trend of BI applications necessitates a study on organizational capability readiness which offers significant effects in BI implementations. However, a limited number of studies focused on issues related to organizational capability readiness for BI implementations. Therefore, this study aims to analyze and explore an integrated view of literature in relation to organizational capability readiness for BI implementations. A qualitative content analysis of relevant sample articles was conducted for exploring the thematic understanding on organizational capability readiness for BI implementations. The main findings of this review study are classified in two categories, i.e., readiness of managerial proficiency and readiness of IS-led environment. The first category “readiness of managerial proficiency” integrates several factors such as the readiness of awareness, commitment, and absorptive capacity. The second category “readiness of IS-led environment” integrates the readiness of technological support, personnel capability, and data quality management. The findings of this review study would significantly contribute to the researchers and practitioners for the sustainable development of BI implementation in business.",IS,Qualitative
A Critical Perspective Over Whether and How to Acknowledge the Use of Artificial Intelligence (AI) in Qualitative Studies,"There has been a rise in scepticism regarding the use of Artificial Intelligence (AI) in qualitative research tasks such as critical reviews, conceptualization, thematic and content analysis, and potentially theory development. Concerns have been raised over the possibility that researchers intentionally avoid discussing or even mentioning the use of AI in their studies for a variety of reasons, including the ""fear"" of criticism and rejection of their papers. The purpose of this paper, which is guided by critical perspective principles, is to examine the controversy surrounding the appropriate recognition of AI in theoretical discussions and qualitative research, including conceptual, critical reviews, empirical, and other types of studies of qualitative nature. Prior to a discussion of how to acknowledge the use of AI, the significance of notions of acknowledgment and academic integrity in the context of research are discussed. As the author of this paper, I acknowledge and document the use of both AI and the researcher’s cognitive skills in the development of this theoretical critical perspective study through a four-phase process, while giving directions of when and how to acknowledge the use of AI in qualitative studies.",CS,Qualitative
Exploring the Use of Artificial Intelligence for Qualitative Data Analysis: The Case of ChatGPT,"The potential use of artificial intelligence programs such as a ChatGPT to analyze qualitative data raises any number of questions, most notably whether it is possible to produce similar results without the demanding process of manual coding. In addition, there are questions about both the simplicity of using ChatGPT for qualitative data analysis and the potential time savings that it might provide This article addresses these questions by using ChatGPT to reinvestigate two qualitative datasets that were previously analyzed by more traditional methods. In particular, it examines the extent to which the responses from ChatGPT can recreate the themes that were originally chosen to summarize the two previous analyses. The results show that ChatGPT performed reasonably well, but in both cases it was less successful at locating subtle, interpretive themes, and more successful at reproducing concrete, descriptive themes. In doing so, the program was quite easy to use and required very little effort in comparison to approaches that rely on manual coding. It is important to recognize, however, that both coding and approaches based on artificial intelligence are simply tools that must be applied within a larger analytic process. Overall, this exploration suggests that artificial intelligence may well have the power to disrupt the coding of data segments as a dominant paradigm for qualitative data analysis.",CS,Qualitative
Big Data Business Intelligence in Bank Risk Analysis,"This paper provides an overview of big data technologies and best practices from the standpoint of business intelligence (BI) applications in the banking industry. The authors discussed current challenges in banking industry that could be addressed by using big data technologies. Based on their research, they provided a list of big data tools and technologies in terms of an ecosystem that are suitable for real-time data processing and capable in bank fraud detection and prevention, and other bank risk analysis. They highlighted how business intelligence could be leveraged with the help of emerging big data technologies.",IS,Mixed
Business Intelligence for Human Capital Management,"This article presents the results of an exploratory study of the use of business intelligence (BI) tools to help to make decisions about human resources management in Portuguese organizations. The purpose of this article is to analyze the effective use of BI tools in integrating reports, analytics, dashboards, and metrics, which impacts on the decision making the process of human resource managers. The methodology approach was quantitative based on the results of a survey to 43 human resource managers and technicians. The data analysis technique was correlation coefficient and regression analysis performed by IBM SPSS software. It was also applied qualitative analysis based on a focus group to identify the impacts of business intelligence on the human resources strategies of Portuguese companies. The findings of this study are that: business intelligence is positively associated with HRM decision-making, and business intelligence will significantly predict HRM decision making. The research also examines the process of the information gathered with BI tools from the human resources information system on the decisions of the human resources managers and that impacts the performance of the organizations. The study also gives indications about the practices and gaps, both in terms of human resources management and in processes related to business intelligence (BI) tools. It points out the different factors that must work together to facilitate effective decision-making. The article is structured as follows: a literature review concerning the use of the business intelligence concept and tools and the link between BI and human resources management, methodology, and the main findings and conclusions.",IS,Mixed
Customers’ Expectations and Needs in the Business Intelligence Software Market,"This paper aims to find out what companies desire when choosing a Business Intelligence (BI) system. We look at what their needs are and what they expect and understand from this software system, which can make them work more efficient and gain better knowledge about the business they are in. A web questionnaire was used for 67 Swedish companies from various industries. The results are summarized and analyzed in cross tables for comparison. A model called The PET-model of BI implementation was created as a result of the theoretical findings. The model is used to finalize the results and the conclusions of the paper. The paper provides an argument for and an analysis of what is expected from a valuable BI Software Solution. It provides relevant facts about companies’ BI usage habits, which again is a guideline for BI software product development.",IS,Quantitative
Analyzing Business Intelligence Systems Based on 7s Model of McKinsey,"Business intelligence system (BIS) reflect on the foundation of completive advantage approaches, this article enhances previous articles of BIS implementation by analyzing a 7 McKinsey model. Using a Delphi survey method with sixty of managers and experts in the BIS field, the results from twenty pharmaceutical manufacturing industries deploying business intelligence applications are presented. The author surveyed a qualitative methodology to hypothesize a proposed model. The findings demonstrated that 80% of participants believe that both the hard and soft 7 dimensions of a McKinsey model—strategy, style, structure, staff, systems, skills, and shared values—are antecedents for successful BIS implementation. Precisely, shared value dimensions is the highest value affected by BIS implementation and skills dimension is the lowest value.",IS,Mixed
How Business Intelligence Creates Value,"This study examines the business value associated with business intelligence (BI) systems, based on the premise that business value is largely contingent on system type and its unique contribution. The study adopts a process-oriented approach to evaluating the value contribution of BI, arguing that it stems from improvements in business processes. The study develops and tests a research model that explains the unique mechanisms through which BI creates business value. The model draws on the resource-based view to identify key assets and capabilities that determine the impact of BI on business processes and, consequently, on organizational performance. Analysis of data collected from 159 managers and IT/BI experts, using structural equation modeling (SEM) techniques, shows that BI largely contributes to business value by improving both operational and strategic business processes.",IS,Quantitative
